,text,intent,arg,enType,value
9313,Show me the Tom Cruise movie The Firm,BROWSE,program_name,movie,The Firm
9314,Show me the Tom Cruise movie The Firm,BROWSE,content_type,type_modifier,movie
9315,Show me the Tom Cruise movie The Firm,BROWSE,person_name,person,Tom Cruise
9316,Domingo videos,BROWSE,person_name,person,Domingo
9317,Domingo videos,BROWSE,content_type,type_modifier,videos
9318,Videos of dogs getting their hair done,BROWSE,topic,,dogs getting their hair done
9319,Videos of dogs getting their hair done,BROWSE,content_type,type_modifier,Videos
9320,Videos about Detroit,BROWSE,topic,,Detroit
9321,Videos about Detroit,BROWSE,content_type,type_modifier,Videos
9322,Scary Chinese prank shows,BROWSE,content_type,type_modifier,shows
9323,Scary Chinese prank shows,BROWSE,topic,,prank
9324,Scary Chinese prank shows,BROWSE,locale_modifier,genre,Chinese
9325,Scary Chinese prank shows,BROWSE,genre_modifier,genre,Scary
9326,Show me the show and her name is read Drummond,BROWSE,person_name,person,read Drummond
9327,Show me the show and her name is read Drummond,BROWSE,content_type,type_modifier,show
9328,Scary doll movies,BROWSE,content_type,type_modifier,movies
9329,Scary doll movies,BROWSE,topic,,doll
9330,Scary doll movies,BROWSE,genre_modifier,genre,Scary
9331,Really scary movies,BROWSE,content_type,type_modifier,movies
9332,Really scary movies,BROWSE,genre_modifier,genre,Really scary
9333,Videos of the saddest little wing,BROWSE,topic,,the saddest little wing
9334,Videos of the saddest little wing,BROWSE,content_type,type_modifier,Videos
9335,Chinese movies,BROWSE,locale_modifier,genre,Chinese
9336,Chinese movies,BROWSE,content_type,type_modifier,movies
9337,Videos of Joe hacker,BROWSE,person_name,person,Joe hacker
9338,Videos of Joe hacker,BROWSE,content_type,type_modifier,Videos
9339,Dinosaur Movies,BROWSE,topic,,Dinosaur
9340,Dinosaur Movies,BROWSE,content_type,type_modifier,Movies
9341,Videos of landing on the moon,BROWSE,topic,,landing on the moon
9342,Videos of landing on the moon,BROWSE,content_type,type_modifier,Videos
9343,Nail decorating videos,BROWSE,topic,,Nail decorating
9344,Nail decorating videos,BROWSE,content_type,type_modifier,videos
9345,Video about recycling,BROWSE,topic,,recycling
9346,Video about recycling,BROWSE,content_type,type_modifier,Video
9347,The new Stranger Things on Netflix with Eddie,BROWSE,topic,,Eddie
9348,The new Stranger Things on Netflix with Eddie,BROWSE,medium_name,ott_app,Netflix
9349,The new Stranger Things on Netflix with Eddie,BROWSE,program_name,seriesmaster,Stranger Things
9350,The new Stranger Things on Netflix with Eddie,BROWSE,temporal_modifier,air_modifier,new
9351,Jimmy Kimmel episode with Joe Biden,BROWSE,person_name,person,Joe Biden
9352,Jimmy Kimmel episode with Joe Biden,BROWSE,content_type,program-set_modifier,episode
9353,Jimmy Kimmel episode with Joe Biden,BROWSE,program_name,seriesmaster,Jimmy Kimmel
9354,The office episode the injury,BROWSE,topic,,the injury
9355,The office episode the injury,BROWSE,content_type,program-set_modifier,episode
9356,The office episode the injury,BROWSE,program_name,seriesmaster,The office
9357,Happy Days episode with leather Pescadero,BROWSE,topic,,leather Pescadero
9358,Happy Days episode with leather Pescadero,BROWSE,content_type,program-set_modifier,episode
9359,Happy Days episode with leather Pescadero,BROWSE,program_name,seriesmaster,Happy Days
9360,Clips of Alexa & Katie on,BROWSE,program_name,seriesmaster,Alexa & Katie
9361,Clips of Alexa & Katie on,BROWSE,content_type,type_modifier,Clips
9362,CNN documentary on Alex Jones,BROWSE,topic,,Alex Jones
9363,CNN documentary on Alex Jones,BROWSE,genre_modifier,genre,documentary
9364,CNN documentary on Alex Jones,BROWSE,medium_name,channel,CNN
9365,Comedy on Netflix,BROWSE,medium_name,ott_app,Netflix
9366,Comedy on Netflix,BROWSE,genre_modifier,genre,Comedy
9367,Videos of eagle lake fishing,BROWSE,topic,,eagle lake fishing
9368,Videos of eagle lake fishing,BROWSE,content_type,type_modifier,Videos
9369,Videos of funny dogs and,BROWSE,topic,,funny dogs
9370,Videos of funny dogs and,BROWSE,content_type,type_modifier,Videos
9371,New game shows,BROWSE,genre_modifier,genre,game shows
9372,New game shows,BROWSE,temporal_modifier,air_modifier,New
9373,Jeremy Wade free episode of Jeremy Wayne,BROWSE,program_name,seriesmaster,Jeremy Wayne
9374,Jeremy Wade free episode of Jeremy Wayne,BROWSE,content_type,program-set_modifier,episode
9375,Jeremy Wade free episode of Jeremy Wayne,BROWSE,cost_modifier,cost_modifier,free
9376,Jeremy Wade free episode of Jeremy Wayne,BROWSE,person_name,person,Jeremy Wade
9377,Netflix free romantic movies,BROWSE,content_type,type_modifier,movies
9378,Netflix free romantic movies,BROWSE,genre_modifier,genre,romantic
9379,Netflix free romantic movies,BROWSE,cost_modifier,cost_modifier,free
9380,Netflix free romantic movies,BROWSE,medium_name,ott_app,Netflix
9381,Mike & Molly episodes free to me,BROWSE,cost_modifier,cost_modifier,free to me
9382,Mike & Molly episodes free to me,BROWSE,content_type,program-set_modifier,episodes
9383,Mike & Molly episodes free to me,BROWSE,program_name,seriesmaster,Mike & Molly
9384,The episode of Cocomelon that are free,BROWSE,cost_modifier,cost_modifier,free
9385,The episode of Cocomelon that are free,BROWSE,program_name,seriesmaster,Cocomelon
9386,The episode of Cocomelon that are free,BROWSE,content_type,program-set_modifier,episode
9387,Videos of Louis Farrakhan speaking at the school in Chicago to the Blackstone,BROWSE,topic,,Louis Farrakhan speaking at the school in Chicago to the Blackstone
9388,Videos of Louis Farrakhan speaking at the school in Chicago to the Blackstone,BROWSE,content_type,type_modifier,Videos
9389,Videos of Seabrook Island,BROWSE,topic,,Seabrook Island
9390,Videos of Seabrook Island,BROWSE,content_type,type_modifier,Videos
9391,"Schitt's Creek episode March 9, 2016",BROWSE,temporal_modifier,air_modifier,"March 9, 2016"
9392,"Schitt's Creek episode March 9, 2016",BROWSE,content_type,program-set_modifier,episode
9393,"Schitt's Creek episode March 9, 2016",BROWSE,program_name,seriesmaster,Schitt's Creek
9394,Sesame Street movies,BROWSE,content_type,type_modifier,movies
9395,Sesame Street movies,BROWSE,program_name,movie,Sesame Street
9396,Leo DiCaprio movies,BROWSE,person_name,person,Leo DiCaprio
9397,Leo DiCaprio movies,BROWSE,content_type,type_modifier,movies
9398,Dominican movies,BROWSE,locale_modifier,genre,Dominican
9399,Dominican movies,BROWSE,content_type,type_modifier,movies
9400,Videos of the girls will understand,BROWSE,topic,,the girls will understand
9401,Videos of the girls will understand,BROWSE,content_type,type_modifier,Videos
9402,Kendra Kimberly workouts,BROWSE,person_name,,Kendra Kimberly workouts
9403,The Rich and Famous of Beverly Hillbillies game where are they now,BROWSE,topic,,where are they now
9404,The Rich and Famous of Beverly Hillbillies game where are they now,BROWSE,program_name,seriesmaster,game
9405,The Rich and Famous of Beverly Hillbillies game where are they now,BROWSE,program_name,seriesmaster,Beverly Hillbillies
9406,The Rich and Famous of Beverly Hillbillies game where are they now,BROWSE,program_name,seriesmaster,The Rich and Famous
9407,New Adam Sandler movies,BROWSE,content_type,type_modifier,movies
9408,New Adam Sandler movies,BROWSE,person_name,person,Adam Sandler
9409,New Adam Sandler movies,BROWSE,temporal_modifier,air_modifier,New
9410,Ted Bundy movies,BROWSE,content_type,type_modifier,movies
9411,Ted Bundy movies,BROWSE,topic,,Ted Bundy
9412,Snake shows,BROWSE,content_type,type_modifier,shows
9413,Snake shows,BROWSE,topic,,Snake
9414,Videos to the new bus 19,BROWSE,program_name,movie,bus 19
9415,Videos to the new bus 19,BROWSE,temporal_modifier,air_modifier,the new
9416,Videos to the new bus 19,BROWSE,content_type,type_modifier,Videos
9417,Episode of Sheldon with Elon musk,BROWSE,person_name,person,Elon musk
9418,Episode of Sheldon with Elon musk,BROWSE,program_name,seriesmaster,Sheldon
9419,Episode of Sheldon with Elon musk,BROWSE,content_type,program-set_modifier,Episode
9420,Recently released movies,BROWSE,content_type,type_modifier,movies
9421,Recently released movies,BROWSE,temporal_modifier,air_modifier,Recently released
9422,Movies about dragons,BROWSE,topic,,dragons
9423,Movies about dragons,BROWSE,content_type,type_modifier,Movies
9424,Nuclear war movies,BROWSE,content_type,type_modifier,movies
9425,Nuclear war movies,BROWSE,topic,,Nuclear war
9426,Movies about Elvis,BROWSE,topic,,Elvis
9427,Movies about Elvis,BROWSE,content_type,type_modifier,Movies
9428,Devil movies,BROWSE,content_type,type_modifier,movies
9429,Devil movies,BROWSE,topic,,Devil
9430,New Adam Sandler movie,BROWSE,content_type,type_modifier,movie
9431,New Adam Sandler movie,BROWSE,person_name,person,Adam Sandler
9432,New Adam Sandler movie,BROWSE,temporal_modifier,air_modifier,New
9433,Videos about real Talk of Atlanta,BROWSE,program_name,unknown,real Talk of Atlanta
9434,Videos about real Talk of Atlanta,BROWSE,content_type,type_modifier,Videos
9435,Videos about Minecraft and they build Stuff,BROWSE,topic,,Minecraft and they build Stuff
9436,Videos about Minecraft and they build Stuff,BROWSE,content_type,type_modifier,Videos
9437,Videos of how to make all paper toys,BROWSE,topic,,how to make all paper toys
9438,Videos of how to make all paper toys,BROWSE,content_type,type_modifier,Videos
9439,Tubi free horror movies,BROWSE,content_type,type_modifier,movies
9440,Tubi free horror movies,BROWSE,genre_modifier,genre,horror
9441,Tubi free horror movies,BROWSE,cost_modifier,cost_modifier,free
9442,Tubi free horror movies,BROWSE,medium_name,ott_app,Tubi
9443,Videos about muscular men bread bread bread,BROWSE,topic,,muscular men
9444,Videos about muscular men bread bread bread,BROWSE,content_type,type_modifier,Videos
9445,Jack Ryan series,BROWSE,content_type,type_modifier,series
9446,Jack Ryan series,BROWSE,program_name,seriesmaster,Jack Ryan
9447,Sharon Stone movies,BROWSE,content_type,type_modifier,movies
9448,Sharon Stone movies,BROWSE,person_name,person,Sharon Stone
9449,Documentaries on Hulu,BROWSE,medium_name,ott_app,Hulu
9450,Documentaries on Hulu,BROWSE,genre_modifier,genre,Documentaries
9451,John Cena movies,BROWSE,content_type,type_modifier,movies
9452,John Cena movies,BROWSE,person_name,person,John Cena
9453,Kung fu movies,BROWSE,content_type,type_modifier,movies
9454,Kung fu movies,BROWSE,genre_modifier,genre,Kung fu
9455,Video footage of volcano eruptions,BROWSE,genre_modifier,genre,footage
9456,Video footage of volcano eruptions,BROWSE,topic,,volcano eruptions
9457,Video footage of volcano eruptions,BROWSE,content_type,type_modifier,Video
9458,Cornell Wilde movies,BROWSE,content_type,type_modifier,movies
9459,Cornell Wilde movies,BROWSE,person_name,person,Cornell Wilde
9460,Videos of Johnny Depp get his hair done,BROWSE,topic,,Johnny Depp get his hair done
9461,Videos of Johnny Depp get his hair done,BROWSE,content_type,type_modifier,Videos
9462,Detective shows,BROWSE,content_type,type_modifier,shows
9463,Detective shows,BROWSE,topic,,Detective
9464,Shark shows,BROWSE,content_type,type_modifier,shows
9465,Shark shows,BROWSE,topic,,Shark
9466,Nigerian African movies,BROWSE,content_type,type_modifier,movies
9467,Nigerian African movies,BROWSE,locale_modifier,genre,Nigerian
9468,Videos of the bye-bye Man caught in 4K,BROWSE,topic,,the bye-bye Man
9469,Videos of the bye-bye Man caught in 4K,BROWSE,format_modifier,format_modifier,in 4K
9470,Videos of the bye-bye Man caught in 4K,BROWSE,content_type,type_modifier,Videos
9471,Videos of God making a human,BROWSE,topic,,God making a human
9472,Videos of God making a human,BROWSE,content_type,type_modifier,Videos
9473,The episode of 7th Heaven where Angela comes to visit,BROWSE,topic,,Angela comes to visit
9474,The episode of 7th Heaven where Angela comes to visit,BROWSE,program_name,seriesmaster,7th Heaven
9475,The episode of 7th Heaven where Angela comes to visit,BROWSE,content_type,program-set_modifier,episode
9476,Free new release movies,BROWSE,content_type,type_modifier,movies
9477,Free new release movies,BROWSE,temporal_modifier,air_modifier,new release
9478,Free new release movies,BROWSE,cost_modifier,cost_modifier,Free
9479,Free Charles Bronson movies,BROWSE,content_type,type_modifier,movies
9480,Free Charles Bronson movies,BROWSE,person_name,person,Charles Bronson
9481,Free Charles Bronson movies,BROWSE,cost_modifier,cost_modifier,Free
9482,Hallmark romance movies,BROWSE,content_type,type_modifier,movies
9483,Hallmark romance movies,BROWSE,genre_modifier,genre,romance
9484,Hallmark romance movies,BROWSE,medium_name,channel,Hallmark
9485,Netflix war movies,BROWSE,content_type,type_modifier,movies
9486,Netflix war movies,BROWSE,genre_modifier,genre,war
9487,Netflix war movies,BROWSE,medium_name,ott_app,Netflix
9488,Jean-Claude Van Damme movies,BROWSE,content_type,type_modifier,movies
9489,Jean-Claude Van Damme movies,BROWSE,person_name,person,Jean-Claude Van Damme
9490,Netflix drama,BROWSE,genre_modifier,genre,drama
9491,Netflix drama,BROWSE,medium_name,ott_app,Netflix
9492,Videos of Bruce Lee fighting,BROWSE,topic,,Bruce Lee fighting
9493,Videos of Bruce Lee fighting,BROWSE,content_type,type_modifier,Videos
9494,Videos about sharks,BROWSE,topic,,sharks
9495,Videos about sharks,BROWSE,content_type,type_modifier,Videos
9496,Sandra Bullock movie,BROWSE,person_name,person,Sandra Bullock
9497,Sandra Bullock movie,BROWSE,content_type,type_modifier,movie
9498,Tarantino movies,BROWSE,content_type,type_modifier,movies
9499,Tarantino movies,BROWSE,person_name,person,Tarantino
9500,Videos about 20 cat Noir has to go to The Hospital or get hurt,BROWSE,topic,,20 cat Noir has to go to The Hospital or get hurt
9501,Videos about 20 cat Noir has to go to The Hospital or get hurt,BROWSE,content_type,type_modifier,Videos
9502,Videos that your dog Watch,BROWSE,genre_modifier,genre,your dog Watch
9503,Videos that your dog Watch,BROWSE,content_type,type_modifier,Videos
9504,Russian movies,BROWSE,locale_modifier,genre,Russian
9505,Russian movies,BROWSE,content_type,type_modifier,movies
9506,Videos of girls hogtied,BROWSE,topic,,girls hogtied
9507,Videos of girls hogtied,BROWSE,content_type,type_modifier,Videos
9508,Videos of Santa Domingo,BROWSE,topic,,Santa Domingo
9509,Videos of Santa Domingo,BROWSE,content_type,type_modifier,Videos
9510,Movie,BROWSE,content_type,type_modifier,Movie
9511,Steven Segal movies,BROWSE,content_type,type_modifier,movies
9512,Steven Segal movies,BROWSE,person_name,person,Steven Segal
9513,Videos of people popping nasty explosive Hits,BROWSE,topic,,people popping nasty explosive Hits
9514,Videos of people popping nasty explosive Hits,BROWSE,content_type,type_modifier,Videos
9515,Videos of people doing gymnastics on Roblox,BROWSE,topic,,people doing gymnastics on Roblox
9516,Videos of people doing gymnastics on Roblox,BROWSE,content_type,type_modifier,Videos
9517,Movies about Greece,BROWSE,topic,,Greece
9518,Movies about Greece,BROWSE,content_type,type_modifier,Movies
9519,Terrorist movies,BROWSE,topic,,Terrorist
9520,Terrorist movies,BROWSE,content_type,type_modifier,movies
9521,Videos of FGTeeV plays in it,BROWSE,topic,,FGTeeV plays in it
9522,Videos of FGTeeV plays in it,BROWSE,content_type,type_modifier,Videos
9523,Videos of stripper dancers,BROWSE,topic,,stripper dancers
9524,Videos of stripper dancers,BROWSE,content_type,type_modifier,Videos
